#uidA	uidB	altA	altB	aliasA	aliasB	method	author	pmids	taxa	taxb	interactionType	sourcedb	interactionIdentifier	confidence	expansion	biological_role_A	biological_role_B	experimental_role_A	experimental_role_B	interactor_type_A	interactor_type_B	xrefs_A	xrefs_B	xrefs_Interaction	Annotations_A	Annotations_B	Annotations_Interaction	Host_organism_taxid	parameters_Interaction	Creation_date	Update_date	Checksum_A	Checksum_B	Checksum_Interaction	Negative	OriginalReferenceA	OriginalReferenceB	FinalReferenceA	FinalReferenceB	MappingScoreA	MappingScoreB	irogida	irogidb	irigid	crogida	crogidb	crigid	icrogida	icrogidb	icrigid	imex_id	edgetype	numParticipants
uniprotkb:A8K5J1	uniprotkb:A8K5J1	entrezgene/locuslink:7372|refseq:NP_000364|uniprotkb:A8K5J1|rogid:8HKx6eTv3pMPMJQzUhhFjyGXGZI9606|irogid:20276922	entrezgene/locuslink:7372|refseq:NP_000364|uniprotkb:A8K5J1|rogid:8HKx6eTv3pMPMJQzUhhFjyGXGZI9606|irogid:20276922	hgnc:UMPS|uniprotkb:A8K5J1_HUMAN|uniprotkb:UMPS_HUMAN|crogid:8HKx6eTv3pMPMJQzUhhFjyGXGZI9606|icrogid:20276922	hgnc:UMPS|uniprotkb:A8K5J1_HUMAN|uniprotkb:UMPS_HUMAN|crogid:8HKx6eTv3pMPMJQzUhhFjyGXGZI9606|icrogid:20276922	MI:0114(x-ray crystallography)	-	pubmed:18184586	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	dip:DIP-59077E|rigid:Jj217SJ5mOzET4qpCV0Bsp6eIHc|edgetype:Y	hpr:1|lpr:1|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2015-04-07	2015-04-07	rogid:8HKx6eTv3pMPMJQzUhhFjyGXGZI9606	rogid:8HKx6eTv3pMPMJQzUhhFjyGXGZI9606	rigid:Jj217SJ5mOzET4qpCV0Bsp6eIHc	false	refseq:NP_000364	refseq:NP_000364	refseq:NP_000364	refseq:NP_000364	S	S	20276922	20276922	846078	8HKx6eTv3pMPMJQzUhhFjyGXGZI9606	8HKx6eTv3pMPMJQzUhhFjyGXGZI9606	Jj217SJ5mOzET4qpCV0Bsp6eIHc	20276922	20276922	846078	-	Y	1
uniprotkb:P21802	uniprotkb:P21802	entrezgene/locuslink:2263|refseq:NP_000132|uniprotkb:FGFR2_HUMAN|rogid:XW6x8AHgdb29IL3MhUFWpv4jaqE9606|irogid:70084128	entrezgene/locuslink:2263|refseq:NP_000132|uniprotkb:FGFR2_HUMAN|rogid:XW6x8AHgdb29IL3MhUFWpv4jaqE9606|irogid:70084128	hgnc:FGFR2|uniprotkb:FGFR2_HUMAN|crogid:XW6x8AHgdb29IL3MhUFWpv4jaqE9606|icrogid:70084128	hgnc:FGFR2|uniprotkb:FGFR2_HUMAN|crogid:XW6x8AHgdb29IL3MhUFWpv4jaqE9606|icrogid:70084128	MI:0114(x-ray crystallography)	-	pubmed:19060208	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	dip:DIP-103429E|rigid:E//wCfbdNBzFFZA8SF/sG1jikNM|edgetype:Y	hpr:5|lpr:1|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2015-04-07	2015-04-07	rogid:XW6x8AHgdb29IL3MhUFWpv4jaqE9606	rogid:XW6x8AHgdb29IL3MhUFWpv4jaqE9606	rigid:E//wCfbdNBzFFZA8SF/sG1jikNM	false	uniprot knowledge base:P21802	uniprot knowledge base:P21802	uniprotkb:P21802	uniprotkb:P21802	SD	SD	70084128	70084128	277796	XW6x8AHgdb29IL3MhUFWpv4jaqE9606	XW6x8AHgdb29IL3MhUFWpv4jaqE9606	E//wCfbdNBzFFZA8SF/sG1jikNM	70084128	70084128	277796	-	Y	1
uniprotkb:P21802	uniprotkb:P21802	entrezgene/locuslink:2263|refseq:NP_000132|uniprotkb:FGFR2_HUMAN|rogid:XW6x8AHgdb29IL3MhUFWpv4jaqE9606|irogid:70084128	entrezgene/locuslink:2263|refseq:NP_000132|uniprotkb:FGFR2_HUMAN|rogid:XW6x8AHgdb29IL3MhUFWpv4jaqE9606|irogid:70084128	hgnc:FGFR2|uniprotkb:FGFR2_HUMAN|crogid:XW6x8AHgdb29IL3MhUFWpv4jaqE9606|icrogid:70084128	hgnc:FGFR2|uniprotkb:FGFR2_HUMAN|crogid:XW6x8AHgdb29IL3MhUFWpv4jaqE9606|icrogid:70084128	MI:0424(protein kinase assay)	-	pubmed:19060208	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	dip:DIP-103429E|rigid:E//wCfbdNBzFFZA8SF/sG1jikNM|edgetype:Y	hpr:5|lpr:1|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2015-04-07	2015-04-07	rogid:XW6x8AHgdb29IL3MhUFWpv4jaqE9606	rogid:XW6x8AHgdb29IL3MhUFWpv4jaqE9606	rigid:E//wCfbdNBzFFZA8SF/sG1jikNM	false	uniprot knowledge base:P21802	uniprot knowledge base:P21802	uniprotkb:P21802	uniprotkb:P21802	SD	SD	70084128	70084128	277796	XW6x8AHgdb29IL3MhUFWpv4jaqE9606	XW6x8AHgdb29IL3MhUFWpv4jaqE9606	E//wCfbdNBzFFZA8SF/sG1jikNM	70084128	70084128	277796	-	Y	1
uniprotkb:P53667-3	uniprotkb:P53667-3	entrezgene/locuslink:3984|uniprotkb:P53667-3|rogid:SMqcAItJNSXahn5uJt5EXrjNmGA9606|irogid:59885215	entrezgene/locuslink:3984|uniprotkb:P53667-3|rogid:SMqcAItJNSXahn5uJt5EXrjNmGA9606|irogid:59885215	hgnc:LIMK1|crogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606|icrogid:64906399	hgnc:LIMK1|crogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606|icrogid:64906399	MI:0493(in vivo)	-	pubmed:8980133	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:EzgH1Rd75C1Ri4F6I1li5AQA8K8|edgetype:X	hpr:34|lpr:4|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2015-04-07	2015-04-07	rogid:SMqcAItJNSXahn5uJt5EXrjNmGA9606	rogid:SMqcAItJNSXahn5uJt5EXrjNmGA9606	rigid:EzgH1Rd75C1Ri4F6I1li5AQA8K8	false	entrezgene:3984	entrezgene:3984	uniprotkb:P53667-3	uniprotkb:P53667-3	STGD+O	STGD+O	59885215	59885215	193818	UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606	UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606	aR/4J3/TM6TNGH16OULa5W0dvMk	64906399	64906399	852300	-	X	2
uniprotkb:P53667-3	uniprotkb:P53667-3	entrezgene/locuslink:3984|uniprotkb:P53667-3|rogid:SMqcAItJNSXahn5uJt5EXrjNmGA9606|irogid:59885215	entrezgene/locuslink:3984|uniprotkb:P53667-3|rogid:SMqcAItJNSXahn5uJt5EXrjNmGA9606|irogid:59885215	hgnc:LIMK1|crogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606|icrogid:64906399	hgnc:LIMK1|crogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606|icrogid:64906399	MI:0492(in vitro)	-	pubmed:8980133	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:EzgH1Rd75C1Ri4F6I1li5AQA8K8|edgetype:X	hpr:34|lpr:4|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2015-04-07	2015-04-07	rogid:SMqcAItJNSXahn5uJt5EXrjNmGA9606	rogid:SMqcAItJNSXahn5uJt5EXrjNmGA9606	rigid:EzgH1Rd75C1Ri4F6I1li5AQA8K8	false	entrezgene:3984	entrezgene:3984	uniprotkb:P53667-3	uniprotkb:P53667-3	STGD+O	STGD+O	59885215	59885215	193818	UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606	UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606	aR/4J3/TM6TNGH16OULa5W0dvMk	64906399	64906399	852300	-	X	2
uniprotkb:P53667-3	uniprotkb:P53667-3	entrezgene/locuslink:3984|uniprotkb:P53667-3|rogid:SMqcAItJNSXahn5uJt5EXrjNmGA9606|irogid:59885215	entrezgene/locuslink:3984|uniprotkb:P53667-3|rogid:SMqcAItJNSXahn5uJt5EXrjNmGA9606|irogid:59885215	hgnc:LIMK1|crogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606|icrogid:64906399	hgnc:LIMK1|crogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606|icrogid:64906399	MI:0493(in vivo)	-	pubmed:17192257	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:EzgH1Rd75C1Ri4F6I1li5AQA8K8|edgetype:X	hpr:34|lpr:4|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2015-04-07	2015-04-07	rogid:SMqcAItJNSXahn5uJt5EXrjNmGA9606	rogid:SMqcAItJNSXahn5uJt5EXrjNmGA9606	rigid:EzgH1Rd75C1Ri4F6I1li5AQA8K8	false	entrezgene:3984	entrezgene:3984	uniprotkb:P53667-3	uniprotkb:P53667-3	STGD+O	STGD+O	59885215	59885215	193818	UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606	UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606	aR/4J3/TM6TNGH16OULa5W0dvMk	64906399	64906399	852300	-	X	2
uniprotkb:L7RT22	uniprotkb:L7RT22	entrezgene/locuslink:3693|genbank_protein_gi:20127446|refseq:NP_002204|rogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606|irogid:24292053	entrezgene/locuslink:3693|genbank_protein_gi:20127446|refseq:NP_002204|rogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606|irogid:24292053	hgnc:ITGB5|uniprotkb:ITB5_HUMAN|uniprotkb:L7RT22_HUMAN|crogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606|icrogid:24292053	hgnc:ITGB5|uniprotkb:ITB5_HUMAN|uniprotkb:L7RT22_HUMAN|crogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606|icrogid:24292053	MI:0492(in vitro)	-	pubmed:12606711	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:oB2qvSn1R8gFe5k94DkDN3QbaEI|edgetype:X	hpr:90|lpr:90|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2015-04-07	2015-04-07	rogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606	rogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606	rigid:oB2qvSn1R8gFe5k94DkDN3QbaEI	false	uniprot:P18084	uniprot:P18084	uniprotkb:P18084	uniprotkb:P18084	STD+O	STD+O	24292053	24292053	411636	AKEnIHjRIjtfCHSUvpAkkWZFAu89606	AKEnIHjRIjtfCHSUvpAkkWZFAu89606	oB2qvSn1R8gFe5k94DkDN3QbaEI	24292053	24292053	411636	-	X	2
uniprotkb:L7RT22	uniprotkb:Q99704	entrezgene/locuslink:3693|genbank_protein_gi:20127446|refseq:NP_002204|rogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606|irogid:24292053	entrezgene/locuslink:1796|genbank_protein_gi:4503357|refseq:NP_001372|rogid:Pvjez+wIa3gWdY9ZYvWN6lmOM4o9606|irogid:55004417	hgnc:ITGB5|uniprotkb:ITB5_HUMAN|uniprotkb:L7RT22_HUMAN|crogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606|icrogid:24292053	hgnc:DOK1|uniprotkb:DOK1_HUMAN|crogid:Pvjez+wIa3gWdY9ZYvWN6lmOM4o9606|icrogid:55004417	MI:0492(in vitro)	-	pubmed:12606711	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:mxRQxKGQZZWPxrFkD+MRb+i+ssY|edgetype:X	hpr:90|lpr:90|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2015-04-07	2015-04-07	rogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606	rogid:Pvjez+wIa3gWdY9ZYvWN6lmOM4o9606	rigid:mxRQxKGQZZWPxrFkD+MRb+i+ssY	false	uniprot:P18084	uniprot:Q99704	uniprotkb:P18084	uniprotkb:Q99704	STD+O	STD+O	24292053	55004417	836310	AKEnIHjRIjtfCHSUvpAkkWZFAu89606	Pvjez+wIa3gWdY9ZYvWN6lmOM4o9606	mxRQxKGQZZWPxrFkD+MRb+i+ssY	24292053	55004417	836310	-	X	2
uniprotkb:L7RT22	uniprotkb:Q99704	entrezgene/locuslink:3693|genbank_protein_gi:20127446|refseq:NP_002204|rogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606|irogid:24292053	entrezgene/locuslink:1796|genbank_protein_gi:4503357|refseq:NP_001372|rogid:Pvjez+wIa3gWdY9ZYvWN6lmOM4o9606|irogid:55004417	hgnc:ITGB5|uniprotkb:ITB5_HUMAN|uniprotkb:L7RT22_HUMAN|crogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606|icrogid:24292053	hgnc:DOK1|uniprotkb:DOK1_HUMAN|crogid:Pvjez+wIa3gWdY9ZYvWN6lmOM4o9606|icrogid:55004417	MI:0492(in vitro)	-	pubmed:12606711	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:mxRQxKGQZZWPxrFkD+MRb+i+ssY|edgetype:X	hpr:90|lpr:90|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2015-04-07	2015-04-07	rogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606	rogid:Pvjez+wIa3gWdY9ZYvWN6lmOM4o9606	rigid:mxRQxKGQZZWPxrFkD+MRb+i+ssY	false	uniprot:P18084	uniprot:Q99704	uniprotkb:P18084	uniprotkb:Q99704	STD+O	STD+O	24292053	55004417	836310	AKEnIHjRIjtfCHSUvpAkkWZFAu89606	Pvjez+wIa3gWdY9ZYvWN6lmOM4o9606	mxRQxKGQZZWPxrFkD+MRb+i+ssY	24292053	55004417	836310	-	X	2
uniprotkb:P21802-14	uniprotkb:O96013-2	entrezgene/locuslink:2263|uniprotkb:P21802-14|rogid:IIFTv+w2ceJOzThpXtQe2l9Px2M9606|irogid:40050957	entrezgene/locuslink:10298|uniprotkb:O96013-2|rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606|irogid:78481644	hgnc:FGFR2|crogid:XW6x8AHgdb29IL3MhUFWpv4jaqE9606|icrogid:70084128	hgnc:PAK4|crogid:8i8hHt/Taj+czkueFRAMhdiMkYw9606|icrogid:21099113	MI:0492(in vitro)	-	pubmed:12529371	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:1vlNNq22d/Oj9mVlsLkD1962GKM|edgetype:X	hpr:2|lpr:2|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2015-04-07	2015-04-07	rogid:IIFTv+w2ceJOzThpXtQe2l9Px2M9606	rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606	rigid:1vlNNq22d/Oj9mVlsLkD1962GKM	false	entrezgene:2263	entrezgene:10298	uniprotkb:P21802-14	uniprotkb:O96013-2	STGD+O	STGD+L	40050957	78481644	237954	XW6x8AHgdb29IL3MhUFWpv4jaqE9606	8i8hHt/Taj+czkueFRAMhdiMkYw9606	KNw8O7CDRblybhu0NNkcldaTKt8	70084128	21099113	518492	-	X	2
uniprotkb:P21802-14	uniprotkb:O96013-2	entrezgene/locuslink:2263|uniprotkb:P21802-14|rogid:IIFTv+w2ceJOzThpXtQe2l9Px2M9606|irogid:40050957	entrezgene/locuslink:10298|uniprotkb:O96013-2|rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606|irogid:78481644	hgnc:FGFR2|crogid:XW6x8AHgdb29IL3MhUFWpv4jaqE9606|icrogid:70084128	hgnc:PAK4|crogid:8i8hHt/Taj+czkueFRAMhdiMkYw9606|icrogid:21099113	MI:0493(in vivo)	-	pubmed:12529371	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:1vlNNq22d/Oj9mVlsLkD1962GKM|edgetype:X	hpr:2|lpr:2|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2015-04-07	2015-04-07	rogid:IIFTv+w2ceJOzThpXtQe2l9Px2M9606	rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606	rigid:1vlNNq22d/Oj9mVlsLkD1962GKM	false	entrezgene:2263	entrezgene:10298	uniprotkb:P21802-14	uniprotkb:O96013-2	STGD+O	STGD+L	40050957	78481644	237954	XW6x8AHgdb29IL3MhUFWpv4jaqE9606	8i8hHt/Taj+czkueFRAMhdiMkYw9606	KNw8O7CDRblybhu0NNkcldaTKt8	70084128	21099113	518492	-	X	2
uniprotkb:P21802-14	uniprotkb:O96013-2	entrezgene/locuslink:2263|uniprotkb:P21802-14|rogid:IIFTv+w2ceJOzThpXtQe2l9Px2M9606|irogid:40050957	entrezgene/locuslink:10298|uniprotkb:O96013-2|rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606|irogid:78481644	hgnc:FGFR2|crogid:XW6x8AHgdb29IL3MhUFWpv4jaqE9606|icrogid:70084128	hgnc:PAK4|crogid:8i8hHt/Taj+czkueFRAMhdiMkYw9606|icrogid:21099113	MI:0018(two hybrid)	-	pubmed:12529371	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:1vlNNq22d/Oj9mVlsLkD1962GKM|edgetype:X	hpr:2|lpr:2|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2015-04-07	2015-04-07	rogid:IIFTv+w2ceJOzThpXtQe2l9Px2M9606	rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606	rigid:1vlNNq22d/Oj9mVlsLkD1962GKM	false	entrezgene:2263	entrezgene:10298	uniprotkb:P21802-14	uniprotkb:O96013-2	STGD+O	STGD+L	40050957	78481644	237954	XW6x8AHgdb29IL3MhUFWpv4jaqE9606	8i8hHt/Taj+czkueFRAMhdiMkYw9606	KNw8O7CDRblybhu0NNkcldaTKt8	70084128	21099113	518492	-	X	2
uniprotkb:P21802-14	uniprotkb:O96013-2	entrezgene/locuslink:2263|uniprotkb:P21802-14|rogid:IIFTv+w2ceJOzThpXtQe2l9Px2M9606|irogid:40050957	entrezgene/locuslink:10298|uniprotkb:O96013-2|rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606|irogid:78481644	hgnc:FGFR2|crogid:XW6x8AHgdb29IL3MhUFWpv4jaqE9606|icrogid:70084128	hgnc:PAK4|crogid:8i8hHt/Taj+czkueFRAMhdiMkYw9606|icrogid:21099113	MI:0493(in vivo)	-	pubmed:12529371	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:1vlNNq22d/Oj9mVlsLkD1962GKM|edgetype:X	hpr:2|lpr:2|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2015-04-07	2015-04-07	rogid:IIFTv+w2ceJOzThpXtQe2l9Px2M9606	rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606	rigid:1vlNNq22d/Oj9mVlsLkD1962GKM	false	entrezgene:2263	entrezgene:10298	uniprotkb:P21802-14	uniprotkb:O96013-2	STGD+O	STGD+L	40050957	78481644	237954	XW6x8AHgdb29IL3MhUFWpv4jaqE9606	8i8hHt/Taj+czkueFRAMhdiMkYw9606	KNw8O7CDRblybhu0NNkcldaTKt8	70084128	21099113	518492	-	X	2
uniprotkb:P21802-14	uniprotkb:O96013-2	entrezgene/locuslink:2263|uniprotkb:P21802-14|rogid:IIFTv+w2ceJOzThpXtQe2l9Px2M9606|irogid:40050957	entrezgene/locuslink:10298|uniprotkb:O96013-2|rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606|irogid:78481644	hgnc:FGFR2|crogid:XW6x8AHgdb29IL3MhUFWpv4jaqE9606|icrogid:70084128	hgnc:PAK4|crogid:8i8hHt/Taj+czkueFRAMhdiMkYw9606|icrogid:21099113	MI:0018(two hybrid)	-	pubmed:12529371	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:1vlNNq22d/Oj9mVlsLkD1962GKM|edgetype:X	hpr:2|lpr:2|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2015-04-07	2015-04-07	rogid:IIFTv+w2ceJOzThpXtQe2l9Px2M9606	rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606	rigid:1vlNNq22d/Oj9mVlsLkD1962GKM	false	entrezgene:2263	entrezgene:10298	uniprotkb:P21802-14	uniprotkb:O96013-2	STGD+O	STGD+L	40050957	78481644	237954	XW6x8AHgdb29IL3MhUFWpv4jaqE9606	8i8hHt/Taj+czkueFRAMhdiMkYw9606	KNw8O7CDRblybhu0NNkcldaTKt8	70084128	21099113	518492	-	X	2
uniprotkb:P21802-14	uniprotkb:O96013-2	entrezgene/locuslink:2263|uniprotkb:P21802-14|rogid:IIFTv+w2ceJOzThpXtQe2l9Px2M9606|irogid:40050957	entrezgene/locuslink:10298|uniprotkb:O96013-2|rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606|irogid:78481644	hgnc:FGFR2|crogid:XW6x8AHgdb29IL3MhUFWpv4jaqE9606|icrogid:70084128	hgnc:PAK4|crogid:8i8hHt/Taj+czkueFRAMhdiMkYw9606|icrogid:21099113	MI:0492(in vitro)	-	pubmed:12529371	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:1vlNNq22d/Oj9mVlsLkD1962GKM|edgetype:X	hpr:2|lpr:2|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2015-04-07	2015-04-07	rogid:IIFTv+w2ceJOzThpXtQe2l9Px2M9606	rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606	rigid:1vlNNq22d/Oj9mVlsLkD1962GKM	false	entrezgene:2263	entrezgene:10298	uniprotkb:P21802-14	uniprotkb:O96013-2	STGD+O	STGD+L	40050957	78481644	237954	XW6x8AHgdb29IL3MhUFWpv4jaqE9606	8i8hHt/Taj+czkueFRAMhdiMkYw9606	KNw8O7CDRblybhu0NNkcldaTKt8	70084128	21099113	518492	-	X	2
refseq:NP_001138471	uniprotkb:O96013-2	entrezgene/locuslink:3685|entrezgene/locuslink:7449|refseq:NP_001138471|rogid:6WQXomBGcgM+rVN4RIpi1HgNHPQ9606|irogid:16780179	entrezgene/locuslink:10298|uniprotkb:O96013-2|rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606|irogid:78481644	hgnc:ITGAV|crogid:3XbANVuHd/2LJX6zckEV6xx09mY9606|icrogid:10960355	hgnc:PAK4|crogid:8i8hHt/Taj+czkueFRAMhdiMkYw9606|icrogid:21099113	MI:0492(in vitro)	-	pubmed:12356872	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:1ToA3+oJs8jUHCa2Be+2yIGDisA|edgetype:X	hpr:4|lpr:4|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2015-04-07	2015-04-07	rogid:6WQXomBGcgM+rVN4RIpi1HgNHPQ9606	rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606	rigid:1ToA3+oJs8jUHCa2Be+2yIGDisA	false	entrezgene:3685	entrezgene:10298	refseq:NP_001138471	uniprotkb:O96013-2	STGD+O	STGD+L	16780179	78481644	129871	3XbANVuHd/2LJX6zckEV6xx09mY9606	8i8hHt/Taj+czkueFRAMhdiMkYw9606	adk1ynsyGbDrRsk8A7XyYM3Ub8k	10960355	21099113	504291	-	X	2
refseq:NP_001138471	uniprotkb:L7RT22	entrezgene/locuslink:3685|entrezgene/locuslink:7449|refseq:NP_001138471|rogid:6WQXomBGcgM+rVN4RIpi1HgNHPQ9606|irogid:16780179	entrezgene/locuslink:3693|genbank_protein_gi:20127446|refseq:NP_002204|rogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606|irogid:24292053	hgnc:ITGAV|crogid:3XbANVuHd/2LJX6zckEV6xx09mY9606|icrogid:10960355	hgnc:ITGB5|uniprotkb:ITB5_HUMAN|uniprotkb:L7RT22_HUMAN|crogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606|icrogid:24292053	MI:0492(in vitro)	-	pubmed:7689573	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:nQFqSRmKnjc46x93hC5H1WL4rKE|edgetype:X	hpr:1|lpr:1|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2015-04-07	2015-04-07	rogid:6WQXomBGcgM+rVN4RIpi1HgNHPQ9606	rogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606	rigid:nQFqSRmKnjc46x93hC5H1WL4rKE	false	entrezgene:3685	uniprot:P18084	refseq:NP_001138471	uniprotkb:P18084	STGD+O	STD+O	16780179	24292053	900826	3XbANVuHd/2LJX6zckEV6xx09mY9606	AKEnIHjRIjtfCHSUvpAkkWZFAu89606	BZZb2+pb9kEgl7jIZFVFUn9gCq4	10960355	24292053	20824	-	X	2
